,id,age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,subscribe
2564,1490,42,4,2,1,0,39,0,0,1,5,7,366,1,-1,0,0,1
2565,31011,34,4,2,1,0,95,1,0,0,2,6,281,1,-1,0,0,0
2566,13753,29,3,1,1,0,2130,1,0,1,4,9,173,1,251,1,3,1
2567,24201,38,4,1,3,0,1754,1,0,1,12,5,178,7,351,1,1,0
2568,5297,32,3,1,1,0,518,1,0,2,20,5,127,1,-1,0,0,0
2569,33975,34,4,2,1,0,834,1,0,1,16,11,273,3,91,11,3,0
2570,16682,30,6,2,2,0,-39,0,0,1,4,2,235,1,188,1,1,1
2571,5593,30,3,2,1,0,153,0,0,1,23,4,269,1,-1,0,0,0
2572,21947,51,5,1,1,0,676,1,0,1,9,7,117,1,192,1,1,0
2573,35295,57,6,1,2,0,4009,0,0,1,30,8,146,1,-1,0,0,0
2574,6387,38,11,2,2,0,729,1,0,1,11,5,181,1,-1,0,0,0
2575,36530,29,12,2,1,0,1999,1,0,0,8,6,506,1,-1,0,0,0
2576,36086,40,6,3,0,0,161,1,0,1,11,5,173,9,183,4,3,0
2577,37973,28,6,2,2,0,2293,1,0,1,12,5,298,1,345,1,2,1
2578,14620,32,3,3,3,0,1475,1,0,0,11,5,179,1,-1,0,0,0
2579,24080,58,4,1,1,0,77,0,0,1,19,11,250,1,-1,0,0,0
2580,31979,32,3,1,1,0,1418,1,0,0,16,5,79,1,-1,0,0,0
2581,39328,33,4,2,1,0,275,0,0,1,18,11,109,1,-1,0,0,0
2582,33523,54,7,3,0,0,618,0,0,0,3,5,84,1,-1,0,0,0
2583,10368,39,5,1,1,0,13,1,0,1,4,5,285,2,-1,0,0,0
2584,21499,70,11,1,1,0,562,0,0,2,27,10,189,1,94,1,2,1
2585,17965,44,3,1,3,0,62,0,0,2,9,7,92,2,0,0,0,0
2586,7132,33,3,1,3,1,-84,1,0,1,6,7,95,6,-1,0,0,0
2587,7449,47,11,1,0,0,533,0,0,1,2,2,116,1,-1,0,0,0
2588,27348,84,7,1,1,0,10039,0,0,0,4,6,168,2,-1,0,0,1
2589,40093,33,1,3,1,0,1117,1,0,1,13,1,263,1,351,1,3,0
2590,13461,56,3,2,0,0,2487,0,0,2,29,7,180,1,-1,0,0,0
2591,25277,51,6,2,2,0,2383,0,0,1,22,9,815,1,101,1,2,1
2592,20895,47,7,1,1,0,-192,0,1,1,22,5,151,1,351,7,3,1
2593,8129,44,6,3,2,0,10,0,0,0,8,5,489,1,-1,0,0,0
2594,10892,31,9,2,2,0,27681,0,0,1,14,5,223,2,96,0,0,1
2595,39695,35,6,2,2,0,3980,1,0,1,21,11,240,5,-1,0,0,1
2596,28452,44,3,1,1,0,70,0,0,2,6,1,131,2,-1,0,0,0
2597,18473,26,6,2,2,0,2002,0,0,1,21,11,181,1,0,0,0,0
2598,34798,46,3,1,3,0,856,1,0,0,5,5,57,7,-1,0,0,0
2599,35037,28,5,1,1,0,130,0,0,1,8,5,168,1,-1,0,0,0
2600,33208,32,11,2,1,0,1987,1,0,1,13,5,342,1,0,0,0,0
2601,40737,45,3,2,3,0,899,1,0,1,6,2,213,1,368,1,1,0
2602,13269,34,1,1,1,0,13,0,1,1,21,7,450,1,-1,0,0,0
2603,29377,31,4,1,1,0,7,0,0,1,6,2,216,2,-1,0,0,0
2604,30758,47,11,1,1,0,66,1,0,1,2,2,440,3,-1,0,0,0
2605,25074,37,3,3,0,0,-45,1,0,1,14,5,192,1,346,5,1,0
2606,7987,36,4,1,1,0,1923,1,0,1,13,5,633,1,175,2,2,1
2607,14830,52,3,1,1,0,2990,0,0,0,29,5,96,1,-1,0,0,0
2608,25506,38,3,1,1,0,27,1,1,0,2,5,158,1,-1,0,0,0
2609,14220,32,3,1,3,0,-45,1,0,0,12,5,165,6,-1,0,0,0
2610,24384,57,6,3,2,0,2959,0,0,1,30,8,931,1,-1,0,0,1
2611,31536,38,10,1,3,0,29,0,0,1,4,11,110,1,-1,0,0,0
2612,9910,33,6,2,2,1,135,1,0,1,5,7,210,3,-1,0,0,0
2613,5246,54,6,3,2,0,731,1,0,0,21,5,593,2,-1,0,0,0
2614,36977,55,3,1,3,0,86,1,0,2,11,7,9,7,-1,0,0,0
2615,20712,39,4,1,1,0,183,0,0,0,15,5,78,2,-1,0,0,0
2616,38242,32,4,2,2,0,167,0,0,1,27,5,24,1,-1,0,0,0
2617,10611,58,6,1,2,0,2758,0,0,2,13,7,392,1,-1,0,0,0
2618,14467,72,7,1,1,0,2142,0,0,0,8,6,123,1,-1,0,0,0
2619,20115,43,6,1,2,0,47,1,0,1,12,5,727,1,-1,0,0,1
2620,29402,37,4,1,1,0,1094,1,0,0,19,5,131,1,-1,0,0,0
2621,30172,64,7,1,1,0,2606,0,0,1,5,8,262,2,-1,0,0,0
2622,31671,37,9,3,3,0,34,0,0,1,9,7,132,1,-1,0,0,0
2623,37019,48,3,1,3,0,1521,1,0,2,14,5,131,5,346,1,1,0
2624,6864,30,11,2,2,0,3428,0,0,2,18,2,168,1,-1,0,0,1
2625,2263,40,3,1,3,0,516,0,1,1,31,7,50,4,-1,0,0,0
2626,30856,77,4,3,3,0,218,0,0,1,9,7,241,1,-1,0,0,0
2627,22641,36,9,1,2,0,1769,1,0,2,13,11,12,1,-1,0,0,0
2628,1861,52,3,1,1,0,1190,1,0,0,13,5,174,2,-1,0,0,0
2629,22011,40,4,2,2,0,983,1,0,0,9,5,220,2,-1,0,0,0
2630,1068,33,11,2,1,0,124,0,0,1,4,1,111,2,-1,0,0,0
2631,34683,53,10,1,3,0,163,1,0,1,30,4,64,3,350,3,1,0
2632,2765,68,7,1,3,0,1993,0,0,1,27,8,85,4,-1,0,0,0
2633,1664,30,4,1,3,0,-17,0,0,2,19,7,78,1,-1,0,0,0
2634,30119,28,6,2,2,0,3532,0,0,1,13,1,154,2,-1,0,0,0
2635,38264,34,3,2,1,0,1647,1,0,1,19,4,250,2,352,3,2,0
2636,14171,33,4,2,1,0,3944,0,0,1,31,1,104,1,-1,0,0,0
2637,6348,50,11,1,3,0,590,0,0,1,6,7,305,1,-1,0,0,0
2638,31618,52,4,1,2,0,4240,0,0,0,1,6,105,2,0,0,0,0
2639,32498,59,3,1,1,0,530,1,0,1,14,7,161,3,358,1,2,0
2640,17403,33,6,1,2,0,4906,1,0,1,29,6,179,1,187,3,3,1
2641,10467,30,3,2,1,0,253,1,0,0,30,5,321,1,-1,0,0,0
2642,1291,38,4,1,2,0,66,0,0,1,31,7,292,1,-1,0,0,1
2643,34832,47,5,3,1,0,3772,1,0,0,20,5,224,2,-1,0,0,0
2644,36200,54,6,1,2,0,-10,1,0,1,19,7,550,1,-1,0,0,0
2645,9873,30,3,1,1,0,32,1,0,1,18,4,264,1,-1,0,0,0
2646,25323,51,11,3,0,1,-183,0,0,1,29,7,239,1,-1,0,0,0
2647,1666,56,8,1,2,0,-14,0,0,1,13,11,197,1,-1,0,0,0
2648,13199,49,4,1,1,0,1857,1,0,1,13,5,166,3,171,7,3,0
2649,1191,36,8,3,3,1,-50,1,1,0,28,5,900,1,-1,0,0,1
2650,8250,73,12,2,1,0,901,0,0,1,23,12,110,1,101,6,2,1
2651,6594,33,11,2,2,0,90,0,0,1,30,1,360,1,189,1,3,1
2652,16326,37,4,2,2,0,1489,1,0,1,2,6,99,2,91,6,2,0
2653,32028,38,3,1,3,0,586,1,0,1,8,7,866,4,-1,0,0,0
2654,39262,51,6,1,2,0,4722,0,0,1,2,5,147,1,-1,0,0,0
2655,13081,39,6,1,2,1,-103,1,0,1,8,7,327,5,-1,0,0,0
2656,18149,33,3,2,3,0,747,1,0,2,30,7,131,25,-1,0,0,0
2657,14483,31,3,1,1,0,2663,1,0,1,6,5,310,1,-1,0,0,0
2658,37430,53,6,2,2,0,5431,0,0,2,17,7,594,1,-1,0,0,1
2659,15258,52,3,1,3,0,232,1,0,1,7,7,106,2,-1,0,0,0
2660,39618,53,11,1,1,0,94,1,0,0,8,5,274,1,-1,0,0,0
2661,39420,56,3,2,1,0,264,1,0,1,18,7,147,4,-1,0,0,0
2662,22268,85,7,1,3,0,1339,0,0,2,29,9,96,1,-1,0,0,0
2663,4803,27,5,2,1,0,-68,0,0,1,9,5,706,1,-1,0,0,0
2664,33419,59,7,1,3,0,2453,0,0,2,18,8,130,2,-1,0,0,0
2665,38502,33,6,1,2,0,198,0,0,1,5,2,969,2,95,6,2,1
2666,26579,32,3,1,1,0,14,1,0,1,20,11,31,1,-1,1,0,0
2667,5586,49,4,1,1,0,206,1,0,0,20,6,56,10,-1,0,0,0
2668,42154,50,10,1,1,0,-15,1,0,0,20,6,116,2,-1,0,0,0
2669,15286,32,4,2,1,0,191,1,0,0,5,5,104,1,-1,0,0,0
2670,41881,42,3,1,1,0,1781,1,0,2,6,8,126,7,-1,0,0,0
2671,10210,34,11,1,0,0,22,0,0,1,5,9,167,1,-1,0,0,0
2672,10880,81,7,1,3,0,2768,0,0,2,29,10,137,1,171,3,2,0
2673,8168,33,3,1,1,0,794,1,0,1,12,5,154,2,353,1,1,0
2674,17308,34,12,1,1,0,8016,0,0,0,14,6,156,1,-1,0,0,0
2675,33777,45,4,2,1,0,463,0,0,1,24,7,207,1,-1,0,0,0
2676,16873,47,11,1,2,0,1998,0,0,1,12,8,365,1,-1,0,0,1
2677,26241,29,3,2,1,0,4841,0,0,2,21,7,91,7,0,0,0,0
2678,34769,38,3,1,1,0,-278,1,0,1,3,5,154,1,246,3,3,0
2679,14834,44,4,1,1,0,333,0,0,1,4,2,92,1,276,3,1,0
2680,3601,47,3,1,1,1,3165,1,0,0,29,5,108,1,-1,0,0,0
2681,27294,30,3,2,3,0,706,0,0,2,31,7,51,8,-1,0,0,0
2682,38392,57,4,1,1,0,1209,0,0,1,6,11,208,1,184,1,1,0
2683,15576,43,8,1,2,0,2555,0,0,0,10,6,208,1,97,1,2,0
2684,3964,38,3,2,3,0,464,1,0,0,30,5,140,5,-1,0,0,0
2685,28477,58,3,1,1,0,1843,0,0,1,20,8,71,1,-1,0,0,0
2686,28055,42,3,1,3,1,-92,1,0,0,27,5,132,6,-1,0,0,0
2687,2912,44,3,1,1,0,435,1,1,1,3,5,91,7,-1,0,0,0
2688,27045,35,5,1,1,0,958,1,0,0,21,5,204,1,-1,0,0,0
2689,6396,74,3,1,3,0,498,0,0,1,13,7,772,1,-1,0,0,0
2690,23598,53,11,2,1,1,-51,0,1,0,30,7,150,4,-1,0,0,0
2691,3589,29,11,2,0,0,2290,0,0,1,5,4,176,1,-1,0,0,0
2692,23193,43,8,1,1,0,109,1,0,0,7,5,157,3,-1,0,0,0
2693,30786,27,12,2,2,0,3995,0,0,1,6,5,331,3,-1,0,0,0
2694,30234,43,3,2,3,1,-628,0,0,2,31,7,241,1,-1,0,0,0
2695,19691,38,6,1,2,0,1687,1,0,1,20,11,52,1,92,1,3,0
2696,13908,32,8,1,2,0,867,1,0,1,20,11,152,1,189,2,2,0
2697,6749,35,11,2,2,0,1826,0,0,1,12,3,113,1,-1,0,0,0
2698,1117,32,3,1,3,0,163,1,0,0,13,5,183,2,342,5,0,0
2699,18661,30,1,2,2,0,10,1,0,1,6,5,367,1,-1,0,0,0
2700,15627,31,4,1,3,0,76,0,1,2,22,5,173,1,-1,0,0,0
2701,34654,45,8,2,1,0,5102,1,0,2,20,11,64,9,-1,0,0,0
2702,9725,34,5,2,1,0,1718,1,1,1,20,11,178,9,178,12,3,0
2703,30395,39,3,2,1,0,1009,0,0,1,30,1,146,1,-1,0,0,0
2704,6829,53,3,1,0,0,264,0,0,1,6,8,310,8,-1,0,0,0
2705,42342,28,11,2,2,0,353,1,0,0,14,5,377,1,-1,0,0,1
2706,23786,58,3,1,3,0,1585,1,0,1,21,7,182,1,-1,0,0,0
2707,11790,32,9,1,3,0,285,0,0,2,7,11,55,13,-1,0,0,0
2708,413,34,4,2,3,0,676,1,0,0,9,5,260,5,-1,0,0,0
2709,7935,77,11,1,3,0,541,1,0,1,19,8,155,1,91,1,2,1
2710,32737,46,6,2,2,0,529,0,0,2,26,8,419,1,-1,0,0,0
2711,36826,44,5,1,1,0,-48,0,0,1,18,11,442,1,-1,0,0,0
2712,36341,40,7,1,1,0,77,0,0,2,20,8,454,4,-1,0,0,1
2713,40361,50,9,1,1,0,1434,1,0,1,28,5,200,1,114,10,3,0
2714,2198,48,3,1,3,0,2097,1,0,1,20,5,98,7,-1,0,0,0
2715,27235,50,8,1,0,0,-82,0,0,1,28,7,165,1,-1,0,0,0
2716,25130,33,3,2,1,0,-55,1,0,1,4,2,405,1,-1,0,0,0
2717,17834,46,3,1,3,0,-181,1,0,2,4,7,112,2,-1,0,0,0
2718,25059,28,8,2,0,0,86,0,0,1,28,1,90,1,-1,0,0,0
2719,23724,42,4,3,3,0,1948,1,1,1,2,9,149,1,146,1,3,0
2720,16917,38,3,1,1,0,88,0,0,0,31,6,149,1,-1,0,0,0
2721,41618,26,3,2,1,0,1416,0,0,1,22,11,687,2,0,0,0,1
2722,37737,55,6,1,2,0,655,0,0,1,20,8,209,1,-1,0,0,1
2723,2694,37,9,1,1,0,5168,1,0,1,6,9,239,1,191,3,2,1
2724,6076,34,9,2,2,0,180,0,0,1,8,10,357,1,-1,0,0,1
2725,5621,40,1,2,1,0,4565,1,0,2,5,11,161,10,146,1,1,0
2726,2396,28,3,2,3,0,1214,1,0,2,16,4,587,1,185,10,3,1
2727,34148,29,4,2,1,0,1060,0,0,1,9,8,326,1,0,0,0,1
2728,31332,42,3,1,0,0,1016,1,0,1,13,5,185,1,-1,0,1,1
2729,27904,37,6,2,2,0,-11,0,0,1,10,5,97,1,-1,0,0,0
2730,39519,37,4,1,1,0,-317,1,0,0,6,5,153,1,-1,0,0,0
2731,28599,35,8,2,1,0,13843,1,0,1,21,11,312,1,-1,0,0,0
2732,33740,45,6,2,1,0,895,1,0,0,13,5,1233,2,-1,0,0,1
2733,39512,57,3,1,3,0,2613,1,0,1,8,5,181,1,-1,0,0,0
2734,12365,57,3,1,1,0,3217,0,0,1,4,7,143,1,-1,0,0,0
2735,23718,37,4,1,1,0,-73,1,0,1,6,7,132,2,-1,0,0,0
2736,39311,55,3,1,3,1,-333,0,1,0,30,8,157,2,-1,0,0,0
2737,13769,35,4,1,1,0,1226,1,0,1,23,8,171,5,-1,0,0,0
2738,41563,46,6,3,1,0,1085,1,0,0,15,5,1224,2,-1,0,0,0
2739,36092,56,3,3,1,0,216,0,0,1,24,7,865,4,-1,0,0,0
2740,40990,32,4,2,1,0,1094,1,0,1,5,9,126,1,183,1,1,0
2741,21197,41,5,1,3,0,18,0,1,1,6,7,128,1,-1,0,0,0
2742,12500,27,12,2,2,0,4159,0,0,2,10,12,311,7,105,6,2,1
2743,31203,26,6,2,2,1,1719,0,0,2,4,7,1071,3,-1,0,0,1
2744,23195,35,6,1,2,0,36,1,0,0,18,5,92,1,-1,0,0,0
2745,35142,74,7,3,2,0,1904,0,0,2,9,10,206,1,95,3,2,1
2746,19715,32,9,2,1,0,38,1,1,0,15,6,293,2,-1,0,0,0
2747,9390,41,3,1,3,0,123,0,0,0,6,6,52,7,0,0,0,0
2748,8854,41,4,1,3,0,4409,1,0,1,13,5,152,1,184,7,3,1
2749,41843,26,3,2,2,0,358,1,0,1,14,4,356,1,180,1,1,0
2750,40838,29,3,1,1,0,3683,1,0,1,12,5,214,1,336,1,1,0
2751,15835,29,3,2,1,0,5582,1,0,0,22,6,223,2,-1,0,0,0
2752,29305,52,6,1,2,0,173,0,0,1,13,8,311,1,-1,0,0,0
2753,13665,54,7,1,3,0,-63,0,0,1,13,8,135,2,0,0,0,0
2754,8751,28,1,1,1,1,50,1,0,0,29,5,158,2,-1,0,0,0
2755,7434,53,6,1,0,0,274,1,0,0,16,5,236,1,-1,0,0,0
2756,26391,42,5,2,1,0,141,1,0,0,2,5,73,1,0,0,0,0
2757,39358,30,9,2,2,0,2145,1,0,1,3,2,157,2,352,3,2,0
2758,15696,53,3,1,1,0,1195,0,0,2,23,11,40,7,187,10,1,0
2759,2047,35,5,2,1,0,-34,0,0,1,7,8,82,2,175,10,0,0
2760,2624,26,6,2,1,0,256,0,0,1,10,1,330,1,90,1,2,1
2761,32934,40,3,1,3,0,295,0,0,1,29,8,159,1,-1,0,0,0
2762,23191,36,8,1,2,0,699,1,0,0,30,5,110,1,-1,0,0,0
2763,1270,36,4,2,1,0,-66,1,0,1,12,7,227,10,-1,0,0,0
2764,19064,52,3,1,3,0,734,1,0,2,20,7,307,16,-1,0,0,0
2765,13014,41,1,1,1,0,1912,1,0,1,19,5,207,1,-1,0,0,0
2766,18534,40,6,1,3,0,1863,0,0,1,3,2,83,2,-1,0,0,0
2767,24408,41,3,1,3,0,971,0,1,2,17,7,55,7,-1,0,0,0
2768,37954,35,3,2,1,0,533,0,0,2,10,4,170,7,113,1,2,0
2769,11833,41,9,2,2,0,3299,0,0,1,13,8,776,1,-1,0,0,1
2770,20751,34,3,1,1,0,34,1,0,0,22,5,166,1,-1,0,0,0
2771,31268,33,3,1,3,0,22,1,0,0,26,5,112,2,-1,0,0,0
2772,37366,54,1,3,1,0,1356,0,0,0,11,6,126,1,-1,0,0,0
2773,24524,36,6,1,2,1,52,1,0,1,19,5,598,2,-1,0,0,0
2774,29676,30,12,2,1,0,-40,0,0,1,9,4,108,1,-1,0,0,0
2775,38481,32,3,1,3,0,1200,1,0,0,21,5,111,1,-1,0,0,0
2776,42007,48,6,2,2,0,1680,0,0,1,4,10,241,1,175,1,3,1
2777,10865,32,5,2,1,0,504,1,0,1,13,5,288,1,-1,0,0,0
2778,24852,33,3,3,2,0,417,1,0,1,10,5,165,1,349,1,3,1
2779,42197,30,3,1,1,0,541,0,0,0,5,6,103,5,-1,0,0,0
2780,39419,82,11,1,2,0,18302,0,0,1,8,12,117,1,187,3,2,1
2781,41342,23,4,2,1,0,1504,0,0,1,21,7,303,1,-1,0,0,0
2782,35798,30,6,2,2,0,195,0,0,1,18,5,323,1,-1,0,0,0
2783,39274,33,6,2,2,0,2596,0,0,1,20,8,241,2,-1,0,0,1
2784,29575,49,5,1,1,0,1915,1,0,1,21,11,129,2,-1,0,0,0
2785,9306,51,3,1,1,0,797,1,0,2,4,8,96,7,-1,0,0,0
2786,9936,28,11,2,1,1,-228,0,1,0,8,6,187,1,-1,0,0,0
2787,38026,46,4,1,2,0,1937,0,0,2,5,11,131,1,98,3,3,0
2788,5871,88,7,1,3,0,2483,0,0,2,6,2,237,1,-1,0,0,0
2789,9077,33,5,2,1,0,2495,1,0,1,17,7,398,1,-1,0,0,0
2790,9454,43,3,1,3,0,89,1,1,0,22,5,160,1,-1,0,0,0
2791,42012,29,6,2,2,0,1608,0,0,1,8,12,422,1,0,0,0,1
2792,35492,29,3,2,3,1,507,1,0,0,4,5,189,1,268,1,1,0
2793,25631,40,6,1,2,0,2353,1,0,1,15,11,111,1,189,1,1,0
2794,39086,45,11,2,2,0,1086,0,0,1,17,7,901,2,-1,0,2,1
2795,10496,53,6,2,2,0,10034,0,0,1,29,8,142,2,-1,0,0,0
2796,24962,32,6,2,2,0,105,1,0,1,30,7,76,1,-1,0,0,0
2797,29317,60,1,1,2,0,-76,0,0,1,14,5,1467,1,-1,0,0,1
2798,5899,26,3,1,1,0,554,1,0,0,30,5,291,1,-1,0,0,0
2799,5557,39,4,1,1,0,67,1,0,1,1,2,86,1,279,4,1,0
2800,28001,31,3,1,3,1,-149,1,1,1,9,8,31,7,-1,0,0,0
2801,42292,29,6,2,2,0,1974,1,0,1,5,5,185,1,357,3,1,0
2802,3168,42,1,1,1,0,478,1,0,0,15,5,105,1,-1,0,0,0
2803,36808,33,3,1,0,0,2362,0,0,1,21,11,636,1,-1,0,0,0
2804,11301,28,6,2,2,0,-20,0,0,1,3,3,335,4,0,0,0,1
2805,30175,53,6,1,2,0,1050,0,1,0,20,6,26,1,-1,0,0,0
2806,24335,56,3,1,3,0,539,1,0,0,3,6,191,1,-1,0,0,0
2807,1095,53,3,1,1,0,286,1,0,0,7,5,94,1,-1,0,0,0
2808,33397,30,11,1,1,0,4632,0,0,1,5,2,258,8,-1,0,0,0
2809,26903,30,3,1,3,0,-288,1,0,0,9,5,127,1,-1,0,0,0
2810,1890,42,4,1,1,0,548,0,0,1,20,8,105,6,-1,0,0,0
2811,36049,35,3,1,3,0,1042,1,0,1,20,11,507,2,-1,0,0,0
2812,32804,40,4,2,1,0,1008,0,0,0,4,5,310,2,336,3,1,1
2813,13618,45,6,1,2,0,746,0,0,1,30,10,201,1,99,1,2,1
2814,37528,22,12,2,0,0,7800,0,0,1,14,5,710,1,185,10,1,1
2815,6533,56,10,3,3,0,622,0,0,0,8,5,55,4,-1,0,0,0
2816,9515,42,6,2,1,0,10074,0,1,2,9,7,21,3,-1,0,0,1
2817,22551,39,11,1,1,0,-224,1,0,0,1,6,290,1,0,0,0,0
2818,28999,32,6,1,2,0,3850,1,0,0,30,5,121,1,-1,0,0,0
2819,34168,30,3,1,3,0,-42,1,0,1,3,5,147,1,266,0,0,0
2820,37025,31,4,3,1,0,2521,1,0,1,11,5,1015,1,189,1,2,1
2821,6015,40,4,1,1,0,1055,1,0,1,14,5,143,4,348,1,1,0
2822,42360,28,12,2,2,0,299,1,0,1,25,5,782,1,-1,0,0,0
2823,17667,58,7,1,1,0,611,0,0,1,21,9,805,1,-1,0,0,1
2824,10748,30,3,2,1,0,2849,0,0,0,21,8,207,7,-1,0,0,0
2825,24752,34,4,2,2,0,5616,0,0,1,22,11,172,2,95,2,1,0
2826,30183,55,3,1,3,0,284,0,0,2,26,7,128,2,-1,0,0,0
2827,25986,44,6,1,2,0,21,0,0,1,22,8,144,1,-1,0,0,0
2828,4413,42,9,1,1,0,-55,1,0,1,28,1,113,1,248,1,1,0
2829,9512,35,3,3,1,0,2574,0,1,0,6,5,553,2,-1,0,0,0
2830,20683,33,11,1,1,0,82,1,0,1,14,11,405,1,-1,0,0,0
2831,7062,46,4,3,2,0,104,1,0,1,4,2,186,2,348,1,3,0
2832,6782,45,3,1,0,0,549,0,0,1,13,6,1454,2,-1,0,2,1
2833,21058,32,4,2,1,0,1818,0,0,1,15,12,923,3,371,0,0,1
2834,19213,51,3,1,1,0,1534,0,0,1,25,10,97,1,171,12,3,0
2835,22271,31,1,1,1,0,8590,1,0,1,17,11,132,1,-1,0,0,0
2836,37845,52,1,1,1,0,437,1,1,0,6,5,152,1,-1,0,0,0
2837,37039,50,10,1,3,0,471,1,0,0,19,5,91,2,-1,0,0,0
2838,14861,39,6,3,3,0,497,0,0,1,9,8,117,4,-1,0,0,0
2839,21935,57,3,1,3,0,2621,0,0,2,5,11,88,7,-1,0,0,0
2840,12322,41,3,1,3,0,1655,1,1,2,20,4,48,4,325,1,3,0
2841,4489,35,3,1,1,0,686,1,0,0,28,5,120,1,-1,0,0,0
2842,25070,31,3,2,1,1,35,1,0,0,7,6,269,2,-1,0,0,0
2843,32487,31,4,2,1,0,764,1,0,1,6,5,6,1,-1,0,0,0
2844,34070,42,6,1,3,0,614,1,0,0,14,5,83,2,-1,0,0,0
2845,25412,33,11,2,1,0,43,1,0,1,7,5,30,1,-1,0,0,0
2846,21867,34,8,1,3,0,-176,1,0,0,21,5,112,7,-1,0,0,0
2847,13434,52,3,1,1,0,813,1,0,0,30,5,180,2,-1,0,0,0
2848,37131,27,4,2,2,0,14,1,0,1,22,11,175,1,0,0,0,0
2849,22053,53,11,1,1,0,138,1,0,2,30,5,66,1,-1,0,0,0
2850,34089,23,3,2,2,0,1162,1,1,1,3,2,447,1,278,7,1,0
2851,9849,44,1,1,1,0,398,1,0,1,6,5,136,2,-1,0,0,0
2852,33389,30,6,2,2,0,2682,0,0,1,18,11,200,1,-1,0,0,1
2853,22012,37,3,1,3,1,-351,1,0,0,23,5,113,2,0,0,0,0
2854,4467,44,3,1,1,0,722,0,0,1,9,8,180,1,-1,0,0,0
2855,17128,38,6,1,2,0,46,1,0,1,8,8,196,3,-1,0,0,0
2856,5216,32,9,2,2,0,1598,0,0,1,20,10,246,1,194,1,2,1
2857,21004,48,6,2,2,0,3663,0,0,1,11,5,335,2,-1,0,0,0
2858,36313,36,4,1,1,0,1007,1,0,1,20,4,247,2,330,2,1,0
2859,30256,36,11,2,1,0,2305,0,0,1,7,12,248,1,201,1,2,1
2860,5780,56,3,1,3,0,-48,1,1,1,15,7,825,1,-1,0,0,0
2861,7145,30,1,1,1,0,190,1,0,0,15,5,40,15,-1,0,0,0
2862,17402,30,3,3,3,1,802,1,1,0,31,5,254,16,-1,0,0,0
2863,41074,60,6,1,2,0,2097,0,0,1,4,8,130,2,-1,0,0,0
2864,9138,37,3,1,3,0,390,1,0,1,14,7,113,1,-1,0,0,1
2865,36940,54,6,3,2,0,478,1,0,0,13,5,91,7,-1,0,0,0
2866,8482,51,3,1,3,0,576,1,0,0,9,5,488,8,-1,0,0,0
2867,11611,40,4,1,1,0,-26,0,1,0,26,8,93,4,0,0,0,0
2868,37994,50,5,3,1,0,743,1,1,0,7,5,111,1,-1,0,0,0
2869,39604,34,1,1,1,0,307,0,0,2,30,7,130,7,-1,0,0,0
2870,38240,44,4,1,0,0,208,1,0,1,18,7,251,1,188,4,1,0
2871,18807,31,3,1,3,0,555,1,0,0,20,6,87,7,-1,0,0,0
2872,38537,32,4,1,1,1,-220,1,0,1,7,7,174,1,-1,0,0,0
2873,21035,33,4,2,1,0,7254,0,0,1,15,8,200,2,-1,0,0,1
2874,11134,30,1,2,1,1,826,1,0,0,8,6,117,1,-1,0,0,1
2875,34315,34,6,2,2,0,1312,1,0,1,12,5,359,2,-1,0,0,0
2876,22849,47,9,1,1,0,753,1,0,0,22,5,194,2,-1,0,0,0
2877,30696,30,3,3,1,0,830,0,0,0,16,5,86,7,-1,0,0,0
2878,9878,56,3,3,3,0,-66,1,1,0,21,5,96,5,-1,0,0,0
2879,35421,37,6,1,2,0,2488,0,0,1,17,8,573,1,-1,0,0,1
2880,4812,49,5,1,1,0,1669,0,0,1,20,11,234,1,-1,0,0,1
2881,28844,41,3,1,3,0,665,0,0,1,12,5,122,2,348,3,1,0
2882,25635,36,4,1,2,1,-223,0,1,1,18,7,193,2,-1,0,0,0
2883,18393,36,10,1,3,0,33,1,0,0,30,6,40,1,-1,0,0,0
2884,23665,33,1,2,2,0,3817,1,0,1,13,5,237,2,172,2,0,1
2885,11186,40,4,1,3,0,2731,0,0,1,4,8,132,7,195,3,1,0
2886,9404,33,6,3,2,0,3448,1,0,1,29,4,141,2,188,3,1,0
2887,13734,20,12,2,2,0,2444,0,0,1,28,4,285,1,180,0,2,1
2888,40711,44,3,1,3,1,-548,1,0,1,11,5,110,7,-1,0,0,0
2889,14153,64,7,1,3,1,-13,0,0,2,8,7,38,1,-1,0,0,0
2890,24055,33,6,1,2,0,896,1,1,1,21,7,117,2,-1,0,0,0
2891,12313,43,3,1,3,0,886,1,1,0,29,5,75,3,-1,0,0,0
2892,38388,33,3,1,0,0,-22,1,0,0,9,5,135,1,-1,0,0,0
2893,23128,41,4,1,1,0,902,1,1,1,29,5,566,3,-1,0,0,1
2894,12071,48,3,1,1,0,62,1,0,1,10,5,64,1,342,1,1,0
2895,772,30,4,2,1,1,-57,0,0,0,26,7,77,7,174,2,0,0
2896,5714,34,5,1,2,0,3367,0,0,1,22,8,189,2,-1,0,0,0
2897,7760,52,7,1,3,0,155,0,0,1,30,7,112,1,-1,0,0,0
2898,3448,34,6,1,2,0,382,0,0,1,19,8,410,2,-1,0,0,1
2899,39830,42,11,1,1,0,4621,0,0,1,30,1,224,2,189,1,1,0
2900,283,31,6,2,1,0,1600,1,0,0,6,6,107,1,-1,0,0,0
2901,20672,38,4,1,3,0,735,1,0,1,31,4,257,1,-1,1,0,0
