,id,age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome
1239,22366,39,6,1,2,0,748,1,0,1,13,5,128,1,356,2,1
1240,8731,49,3,1,3,0,1847,1,0,1,22,11,162,1,189,2,1
1241,23584,33,4,2,2,0,97,1,0,0,28,5,162,3,-1,0,0
1242,24260,31,4,1,1,1,-216,1,0,1,21,11,145,2,-1,0,0
1243,36482,29,3,1,1,0,170,1,0,1,9,7,125,1,0,0,0
1244,19815,36,6,1,2,0,459,1,0,0,17,5,839,2,-1,0,0
1245,22520,33,11,1,2,0,3051,1,0,1,4,2,642,1,-1,0,0
1246,30421,54,3,1,2,0,426,1,0,0,16,5,193,4,-1,0,0
1247,23830,51,4,1,1,0,74,0,0,1,13,8,243,2,-1,0,0
1248,2157,46,11,3,0,0,647,1,1,0,28,1,372,1,-1,0,0
1249,17051,34,3,1,1,0,717,1,0,1,30,7,252,2,-1,0,0
1250,41362,35,11,1,1,0,80,0,0,0,5,6,173,2,-1,0,0
1251,38409,31,3,1,1,0,-150,1,0,1,30,5,198,1,-1,0,0
1252,9216,59,3,1,3,0,910,0,1,0,12,5,141,2,-1,0,0
1253,5,29,4,2,1,0,-2,1,0,1,5,2,273,1,263,1,0
1254,36998,48,6,1,2,0,664,0,0,1,13,8,414,3,-1,1,3
1255,11878,28,4,2,1,0,2021,1,0,1,21,4,284,2,-1,0,0
1256,9197,49,11,3,3,0,113,0,0,1,30,7,97,7,-1,0,0
1257,15845,31,8,1,3,0,3696,1,0,1,22,5,84,7,123,3,3
1258,515,29,4,1,1,0,1568,1,0,1,15,4,192,1,270,1,1
1259,32749,55,3,1,1,0,2590,0,0,1,16,11,146,2,-1,0,0
1260,9055,74,7,1,0,0,874,0,0,1,26,10,127,1,-1,0,0
1261,25076,60,3,1,1,0,2288,1,0,1,22,11,172,1,-1,0,0
1262,20845,30,3,1,1,0,575,1,0,1,14,5,402,1,-1,0,0
1263,42191,29,4,2,2,1,1941,0,0,1,5,8,157,1,-1,0,0
1264,24634,69,3,2,3,0,76,1,0,2,3,2,87,1,182,7,3
1265,16967,33,6,2,2,0,3457,0,0,1,5,8,84,2,-1,0,0
1266,1817,57,6,2,2,0,15,0,0,1,5,12,234,2,-1,0,0
1267,2206,28,4,1,1,0,3750,0,0,1,21,12,132,1,-1,0,0
1268,24279,54,6,1,2,0,18422,0,0,1,22,8,166,1,-1,0,0
1269,31048,52,1,1,1,0,1135,1,0,0,14,5,136,7,-1,0,0
1270,12545,43,4,1,1,0,4334,1,0,1,20,11,216,1,349,1,1
1271,35448,31,4,2,1,1,-99,0,1,0,6,7,67,1,-1,0,0
1272,28061,31,4,1,2,1,-512,1,0,0,20,5,166,10,-1,0,0
1273,13169,28,6,2,3,0,583,1,0,1,21,4,193,1,180,1,3
1274,13747,49,4,1,2,0,2817,0,0,1,5,8,226,1,-1,0,0
1275,120,29,1,2,1,0,2212,0,0,1,8,7,217,1,-1,0,0
1276,31603,37,6,1,1,0,741,1,0,0,15,5,575,1,-1,0,0
1277,11634,28,5,2,1,0,-8,1,0,1,6,7,170,1,-1,0,0
1278,8446,53,3,1,1,0,457,1,0,0,15,5,97,1,-1,0,0
1279,26490,52,3,3,3,0,592,1,1,1,29,7,138,25,-1,0,0
1280,15830,52,4,1,0,0,2553,0,0,1,31,1,261,1,178,1,1
1281,11117,28,1,1,1,0,1918,1,1,1,11,5,168,1,355,3,1
1282,9941,32,3,2,1,0,342,0,0,0,7,6,154,2,-1,0,0
1283,14603,53,3,1,1,0,203,1,0,1,19,1,137,2,-1,0,0
1284,40620,41,11,1,1,0,1632,0,0,0,6,5,300,1,-1,0,0
1285,4403,27,3,2,3,0,2451,1,0,1,15,9,195,3,264,10,3
1286,17887,33,4,1,2,0,1583,0,0,1,9,8,117,7,-1,0,0
1287,36324,42,11,1,0,0,1323,1,0,1,11,8,171,1,-1,0,0
1288,12839,33,6,2,2,0,5514,0,0,1,4,2,228,1,99,10,2
1289,32823,34,1,1,1,0,21,1,0,1,9,7,356,2,-1,0,0
1290,24590,64,7,1,1,0,28456,0,0,1,9,10,366,1,191,6,2
1291,1433,36,1,1,1,1,-123,1,0,0,7,5,311,5,-1,0,0
1292,30820,34,4,2,1,0,18,1,0,1,22,2,267,1,271,1,1
1293,10352,43,3,1,2,0,1516,0,0,1,29,1,219,2,257,1,1
1294,20352,42,3,3,0,1,-149,1,0,0,17,5,382,1,-1,0,0
1295,2476,42,3,1,3,0,31,1,0,1,21,11,111,2,-1,0,0
1296,16706,43,11,2,1,0,1072,1,0,1,21,9,182,1,97,3,3
1297,40080,40,11,1,1,0,3018,1,0,2,5,7,445,5,-1,0,0
1298,4076,53,3,1,3,0,17735,0,0,2,9,1,172,2,-1,0,0
1299,19660,43,4,1,1,0,-1,1,0,1,21,11,106,1,182,1,1
1300,7627,48,10,1,1,0,317,1,0,2,20,11,119,7,-1,0,0
1301,31903,55,4,1,0,0,1080,0,0,1,5,8,137,2,-1,0,0
1302,32278,73,7,1,3,0,-272,0,0,2,25,9,42,1,-1,0,0
1303,13639,27,3,1,1,0,96,1,0,0,25,5,420,1,-1,0,0
1304,7690,41,4,2,1,0,1903,1,0,1,15,4,151,1,360,3,3
1305,26003,29,6,2,2,0,3580,0,0,1,13,8,334,1,-1,0,0
1306,11058,54,3,1,1,0,77,0,0,1,9,8,200,2,-1,0,0
1307,40776,28,3,1,3,0,1881,0,0,1,6,7,153,1,-1,0,0
1308,36150,50,6,1,0,0,1728,0,0,1,14,9,379,1,90,2,2
1309,23095,35,5,1,1,0,1800,1,0,0,3,6,201,2,-1,0,0
1310,30264,25,5,1,1,0,-22,0,0,0,5,5,214,1,0,0,0
1311,19161,37,7,1,1,0,2161,0,0,1,14,7,159,2,-1,0,0
1312,17769,39,3,1,1,0,269,1,0,0,20,11,112,1,-1,0,0
1313,31238,41,1,2,1,0,393,1,0,0,5,5,113,1,-1,0,0
1314,20850,35,9,2,2,0,5987,1,0,2,29,5,72,1,-1,0,0
1315,8104,40,6,3,1,0,1418,1,0,1,28,5,56,1,260,5,3
1316,1773,85,7,1,3,0,1385,0,0,1,27,7,77,1,-1,0,0
1317,32228,26,3,1,0,0,2790,1,1,1,12,5,163,1,-1,0,0
1318,11099,42,4,1,1,1,-136,1,0,0,21,5,43,1,-1,0,0
1319,37476,26,12,2,2,0,49,0,0,1,12,12,178,4,342,10,3
1320,1214,56,3,1,3,0,719,0,1,1,20,11,196,1,-1,0,0
1321,24067,23,1,2,1,0,1056,0,0,2,9,5,369,1,-1,0,0
1322,29322,51,11,1,0,0,4181,1,0,2,6,7,420,2,-1,0,0
1323,42447,29,4,1,1,0,17,1,1,1,20,7,126,1,-1,0,0
1324,37213,31,3,2,3,0,121,1,0,1,21,11,143,1,-1,0,0
1325,18143,58,3,1,3,0,7721,1,0,0,20,5,1072,7,-1,0,0
1326,40663,38,3,1,1,0,3,0,0,1,5,8,105,2,0,0,0
1327,23291,51,6,1,2,0,1057,1,0,1,14,8,179,1,-1,0,0
1328,19945,33,3,2,1,0,580,1,0,0,5,5,59,5,-1,0,0
1329,25957,33,6,2,2,0,654,0,0,1,15,7,366,1,-1,0,0
1330,979,86,7,1,3,0,2103,0,0,2,12,8,138,4,-1,0,0
1331,29174,66,7,2,3,0,1483,0,0,1,24,3,1294,1,-1,0,0
1332,20670,55,6,1,2,0,163,0,0,2,13,5,15,1,-1,0,0
1333,26879,74,7,1,3,0,48,0,0,1,9,8,461,2,-1,0,0
1334,3453,40,9,1,2,0,49,0,0,1,3,2,384,2,-1,0,0
1335,10386,59,6,1,2,0,62,0,0,1,20,9,632,1,-1,0,2
1336,31753,45,3,1,3,0,3784,1,0,0,20,5,62,2,-1,0,0
1337,7772,43,5,1,1,0,187,0,0,1,22,8,70,4,-1,0,0
1338,1343,46,3,1,1,0,123,1,0,0,29,5,112,1,-1,0,0
1339,16903,31,11,2,1,0,2119,0,0,1,6,8,477,1,-1,0,0
1340,13636,46,6,3,2,0,720,1,0,1,17,7,725,2,-1,0,0
1341,2741,53,3,1,1,0,278,1,0,2,29,7,177,1,-1,0,0
1342,38057,56,9,1,2,0,101,0,1,1,21,11,130,2,-1,0,0
1343,26937,48,3,1,0,0,454,1,0,1,22,5,116,1,180,1,1
1344,18277,57,11,1,3,0,66,1,0,1,5,2,135,2,0,0,0
1345,23818,48,4,1,2,0,1041,1,0,0,3,5,223,1,-1,0,0
1346,35861,30,5,1,1,0,71,1,0,2,15,11,223,1,360,4,1
1347,23522,29,3,2,3,0,12379,1,0,1,1,2,10,1,180,1,3
1348,33363,35,3,1,1,0,3415,0,0,1,31,4,157,1,-1,0,0
1349,316,47,3,3,3,1,-184,1,0,1,22,7,459,2,-1,0,0
1350,5932,22,5,2,1,0,2990,0,0,0,12,5,581,2,-1,0,0
1351,18436,32,5,1,1,0,5485,1,0,1,4,2,92,1,247,1,3
1352,42242,40,3,2,0,0,4175,0,0,0,20,6,99,1,0,0,0
1353,26587,44,4,1,1,0,664,0,0,1,3,10,183,9,96,2,3
1354,22100,33,9,1,2,0,1536,0,0,2,19,2,154,1,-1,0,0
1355,20856,47,3,1,1,0,37,1,0,1,19,11,186,1,-1,0,0
1356,16892,31,4,1,1,0,764,1,1,1,5,5,307,1,274,1,1
1357,1779,43,6,1,2,0,1746,1,0,1,13,5,269,2,-1,0,0
1358,5544,30,4,1,2,0,1762,1,1,1,14,5,153,3,93,7,2
1359,1103,35,4,1,3,0,642,1,0,1,14,2,161,7,271,2,1
1360,26683,34,6,1,2,0,939,0,0,1,9,5,195,1,-1,0,0
1361,13630,31,11,2,2,0,443,0,0,0,17,6,464,1,-1,0,0
1362,28424,30,3,2,3,1,-342,0,1,0,20,6,119,2,0,0,0
1363,20489,47,1,1,3,0,139,1,1,1,21,11,165,1,189,1,1
1364,22782,32,3,2,1,0,519,0,0,0,3,6,70,3,-1,0,0
1365,41165,39,9,3,2,0,917,0,0,1,30,8,139,2,-1,0,0
1366,26866,48,3,1,1,0,504,1,1,1,13,5,287,1,367,3,1
1367,8128,36,6,2,2,0,4920,0,0,2,5,4,39,3,-1,0,0
1368,10675,41,4,1,1,0,916,0,0,0,13,5,374,2,-1,0,0
1369,38606,41,6,2,2,0,57,1,0,0,13,5,243,6,-1,0,0
1370,22589,52,4,1,3,0,2671,1,0,2,23,11,94,1,-1,0,0
1371,20741,35,11,3,1,1,-109,0,0,0,13,5,345,1,-1,0,0
1372,1675,31,5,1,1,0,506,0,0,1,21,11,233,1,-1,0,0
1373,36983,40,11,2,2,0,361,1,0,1,7,6,154,1,284,1,1
1374,17039,33,6,2,2,0,511,0,0,1,2,6,346,1,-1,0,0
1375,25473,57,6,1,2,0,1463,0,0,1,4,8,403,1,-1,0,0
1376,38501,49,3,1,0,0,2278,1,0,1,14,5,79,1,346,1,1
1377,22988,28,5,1,1,0,594,1,0,1,14,11,335,1,193,1,1
1378,23535,28,3,1,1,0,-14,1,0,1,19,7,62,1,-1,0,0
1379,5859,35,3,1,1,0,156,1,0,1,6,7,70,7,-1,0,0
1380,24586,27,8,1,2,0,4071,1,0,1,7,5,269,1,-1,0,0
1381,34283,43,3,1,3,1,12,0,0,1,14,5,107,1,-1,0,0
1382,36068,33,11,2,1,0,4012,0,0,1,7,12,147,2,-1,0,0
1383,12483,54,3,3,3,1,-57,1,0,0,8,6,92,1,-1,0,0
1384,30620,35,6,1,2,0,49,0,0,1,9,10,434,1,0,0,0
1385,28507,31,1,2,1,0,144,0,0,0,12,5,306,1,-1,0,0
1386,42229,34,3,2,1,0,2030,0,0,1,14,10,89,1,-1,0,0
1387,36777,36,11,1,3,0,3206,0,0,1,20,4,622,2,0,0,0
1388,23401,41,9,2,1,0,2802,1,0,1,2,5,57,1,338,7,3
1389,37929,32,6,1,2,0,501,1,0,0,8,5,239,1,-1,0,0
1390,24130,23,12,2,2,0,2170,0,0,1,25,10,260,1,101,3,2
1391,17009,33,3,2,1,0,760,0,0,0,6,5,76,1,-1,0,0
1392,2761,28,5,2,1,0,504,0,0,1,17,7,1235,3,-1,0,0
1393,18617,35,6,2,2,0,-89,1,0,0,5,5,214,7,-1,0,0
1394,42024,54,1,2,3,0,480,0,0,1,30,7,395,1,-1,0,0
1395,265,37,1,2,1,0,2002,1,0,1,17,7,272,2,-1,0,0
1396,1804,35,3,1,1,0,380,1,1,1,6,4,195,2,347,7,2
1397,9604,43,5,1,1,0,615,1,1,1,15,7,195,2,-1,0,0
1398,9656,35,11,3,2,1,-125,1,0,0,5,5,184,1,-1,0,0
1399,32956,32,6,2,2,0,98,0,0,1,30,5,205,2,-1,0,0
1400,19892,46,3,1,0,0,2437,1,0,0,7,5,230,1,-1,0,0
1401,30317,55,3,1,3,0,1759,1,0,2,4,2,174,7,-1,0,0
1402,37344,36,6,1,2,0,38,0,1,1,9,9,236,1,-1,0,0
1403,13362,46,3,1,1,0,68,1,1,1,9,7,131,1,-1,0,0
1404,39717,40,3,1,1,0,-50,1,0,1,8,5,124,1,-1,0,0
1405,1257,32,6,2,2,0,1627,1,0,0,7,6,214,1,-1,0,0
1406,28209,51,3,1,3,0,430,1,0,2,13,5,119,4,-1,0,0
1407,26830,50,4,3,1,1,1101,0,1,1,14,7,169,2,-1,0,0
1408,6507,52,6,1,2,0,3843,0,0,1,16,8,160,2,-1,0,0
1409,10984,36,6,1,2,0,22,0,0,1,8,5,262,1,-1,0,0
1410,33937,54,7,3,0,0,704,0,0,0,29,5,101,1,-1,0,0
1411,15108,54,3,1,3,0,107,1,1,0,8,5,152,7,-1,0,0
1412,6790,32,4,2,2,0,2090,1,0,1,18,5,220,1,189,1,1
1413,26327,34,6,2,2,0,90,0,0,1,5,7,233,2,-1,0,0
1414,5845,33,3,1,3,0,429,1,1,0,20,5,188,1,-1,0,0
1415,28372,55,9,1,3,0,1337,0,0,2,23,7,99,4,-1,0,0
1416,26332,59,7,1,3,0,20291,0,0,2,5,1,119,7,-1,0,0
1417,35975,32,11,2,2,0,1768,0,0,1,8,2,675,1,-1,0,0
1418,21707,52,7,1,1,0,3357,0,0,1,28,12,142,1,102,3,2
1419,7520,35,8,2,2,0,2704,0,0,2,31,7,192,6,-1,0,0
1420,21212,31,3,1,1,0,509,0,0,2,20,7,109,1,-1,0,0
1421,30897,40,3,1,3,0,555,1,0,1,20,5,409,1,-1,0,0
1422,3953,40,3,1,1,0,-63,1,0,1,13,5,751,1,-1,0,0
1423,11800,35,4,2,2,1,-31,0,0,0,2,6,228,3,0,0,0
1424,26969,36,3,1,2,0,4133,1,0,1,21,11,197,1,-1,3,2
1425,32186,46,6,1,2,0,1053,0,1,2,20,7,327,2,-1,0,0
1426,3598,58,4,1,1,0,-111,0,0,1,1,2,54,2,-1,0,0
1427,26563,41,11,3,3,0,365,0,0,1,31,7,35,1,0,0,0
1428,27370,53,4,1,0,0,354,1,0,1,2,5,121,1,259,1,1
1429,30877,31,6,2,3,0,66,1,0,0,17,5,427,7,-1,0,0
1430,19189,50,1,1,1,0,1018,1,1,1,10,7,549,2,-1,0,0
1431,38216,32,4,1,1,0,4834,1,0,0,15,5,67,7,-1,0,0
1432,38972,31,3,1,3,0,319,1,0,1,31,5,85,5,-1,0,0
1433,10460,35,1,2,1,0,703,1,0,1,14,5,155,2,-1,0,0
1434,41469,33,6,1,2,0,104,0,1,1,13,11,656,3,-1,0,0
1435,24015,30,3,1,3,1,-128,0,0,1,27,7,95,15,-1,0,0
1436,4266,39,6,2,2,0,1743,0,0,1,17,9,454,1,93,3,2
1437,16586,49,3,1,3,0,49,1,0,2,20,4,292,5,-1,0,0
1438,24272,38,3,2,1,0,9,1,0,1,6,5,140,2,372,1,1
1439,30726,51,3,1,0,0,1904,1,0,1,16,11,930,1,172,1,1
1440,37965,43,6,1,2,0,1269,1,0,1,6,2,418,1,-1,0,1
1441,5581,55,6,2,2,0,4392,0,0,1,30,3,368,1,-1,0,2
1442,951,32,3,1,1,0,266,1,1,0,21,5,52,1,-1,0,0
1443,5206,52,3,2,3,0,81,1,0,2,15,7,140,1,-1,0,0
1444,27820,33,8,1,2,0,266,0,1,1,6,7,160,2,-1,0,0
1445,13022,77,7,1,3,0,20735,0,0,1,7,9,135,1,184,0,2
1446,42363,51,11,3,1,1,-111,0,1,1,27,7,450,16,-1,0,0
1447,2560,55,11,1,3,0,-18,0,0,1,5,7,137,1,0,0,0
1448,24746,49,3,3,2,0,2070,1,0,1,17,9,137,1,99,3,1
1449,7330,35,9,1,3,0,954,1,0,1,12,5,256,1,177,3,2
1450,27718,57,7,1,1,0,148,0,0,1,9,7,204,1,-1,0,0
1451,18911,35,4,1,1,0,653,1,0,2,16,5,233,1,-1,0,2
1452,7626,47,5,2,1,0,4025,0,0,1,20,11,134,3,185,3,1
1453,33450,25,11,2,1,0,226,0,0,1,30,1,88,1,136,1,3
1454,16044,54,9,3,1,0,2015,1,1,1,16,7,182,2,-1,0,0
1455,1968,55,4,2,2,0,-567,0,0,1,3,12,146,1,169,3,3
1456,32538,28,4,2,1,1,-26,1,0,1,6,8,94,5,-1,0,0
1457,5908,53,6,3,2,0,5724,0,1,1,29,5,235,1,-1,0,0
1458,28180,30,1,1,1,0,588,0,0,1,15,11,196,1,135,1,2
1459,35024,48,3,1,1,0,-137,1,0,0,11,5,595,1,-1,0,0
1460,4689,29,4,2,2,0,775,1,0,2,14,5,268,1,-1,0,0
1461,38127,33,8,1,1,0,1593,1,1,0,2,5,203,3,-1,0,0
1462,31938,41,3,1,3,0,726,1,0,2,20,4,80,1,348,1,1
1463,35395,52,4,1,2,1,-237,0,0,0,19,11,232,2,-1,0,0
1464,15654,54,7,3,3,0,16116,0,0,1,20,11,131,1,-1,0,0
1465,14255,34,6,2,2,0,712,1,0,1,15,5,238,2,-1,0,0
1466,466,26,4,2,1,1,53,1,1,1,11,7,231,1,-1,0,2
1467,6060,39,6,3,2,0,4485,1,0,1,20,4,272,1,340,1,3
1468,37992,20,3,2,1,0,6009,0,0,1,15,6,195,1,347,3,1
1469,31440,56,4,1,1,0,57,0,1,1,29,7,33,1,-1,0,0
1470,6361,33,3,1,3,0,-93,0,1,1,22,8,552,1,-1,0,0
1471,25248,52,6,1,2,0,26,0,0,1,18,8,61,1,-1,0,0
1472,2520,46,3,1,3,0,629,1,0,1,20,1,83,1,109,1,1
1473,31256,37,1,2,1,0,-16,0,0,1,17,7,281,2,-1,0,0
1474,1560,36,9,2,3,0,172,1,0,1,6,5,134,5,-1,0,0
1475,5821,47,3,1,3,0,982,1,1,0,29,6,202,2,-1,0,0
1476,10215,30,3,1,3,0,380,1,0,1,30,5,282,1,-1,0,0
1477,13157,46,10,3,2,0,88,0,0,0,2,6,130,2,-1,0,0
1478,6171,39,4,2,1,0,689,1,0,1,21,11,127,2,181,1,2
1479,3660,24,4,1,1,0,880,1,0,1,15,4,168,1,103,1,3
1480,373,40,3,2,1,0,390,0,0,1,21,7,90,22,-1,0,0
1481,11738,53,11,1,1,0,4946,0,0,1,7,8,401,1,-1,0,0
1482,11127,37,3,1,1,0,1935,1,0,2,24,7,126,9,-1,0,0
1483,32374,35,11,1,2,0,2191,0,1,1,21,11,282,1,115,1,1
1484,39010,33,5,3,1,0,-242,0,0,1,5,2,408,1,-1,0,0
1485,29216,37,8,1,2,0,1298,1,1,1,20,11,227,2,-1,0,0
1486,2676,32,1,2,1,0,54,1,0,2,8,12,225,3,-1,0,0
1487,8287,34,6,1,2,1,188,1,0,0,6,5,190,1,-1,0,0
1488,22833,39,3,1,1,0,26,1,0,1,12,4,311,1,260,1,1
1489,16311,32,9,2,1,0,532,0,0,1,5,6,876,3,-1,0,0
1490,4397,26,4,2,2,0,2505,0,0,1,30,1,194,1,184,1,2
1491,29465,40,4,1,0,0,1413,0,0,1,5,7,149,7,350,1,1
1492,36531,25,4,1,1,0,535,0,1,1,4,7,169,2,-1,0,0
1493,24109,56,6,2,2,0,613,1,0,0,17,5,85,2,353,3,2
1494,13702,30,3,1,1,0,725,1,1,1,4,5,198,2,355,1,1
1495,33576,34,8,2,2,0,274,1,1,1,6,7,163,1,-1,0,0
1496,16292,58,3,1,1,0,348,1,0,0,21,5,123,1,-1,0,0
1497,19369,33,3,1,1,0,1555,1,0,1,20,5,141,1,351,2,1
1498,21336,71,3,1,1,0,7796,0,0,0,9,6,463,1,-1,0,0
1499,13420,45,6,1,2,0,752,1,0,0,5,5,212,1,-1,0,0
1500,3165,32,5,3,1,0,1128,0,1,1,15,7,82,1,-1,0,0
1501,23670,43,1,3,1,0,211,1,0,0,8,5,259,4,344,0,0
1502,26655,34,10,1,3,0,2423,0,0,1,30,7,189,15,0,0,0
1503,33512,52,3,3,3,0,236,1,0,1,3,8,103,2,-1,0,0
1504,30351,43,6,1,2,0,0,0,1,1,5,11,1059,3,-1,0,0
1505,16170,31,4,2,3,0,5693,1,0,1,19,11,176,1,-1,0,0
1506,20576,52,3,1,1,0,448,1,1,0,7,5,1059,4,-1,0,0
1507,1080,33,3,2,3,0,248,1,0,0,9,5,102,1,-1,0,0
1508,3403,22,1,2,1,0,49,1,0,1,13,5,377,1,356,1,3
1509,6002,56,3,1,1,0,443,0,0,1,18,11,269,1,-1,0,0
1510,33424,34,6,1,2,0,2080,1,0,1,20,11,69,1,-1,0,0
1511,24246,39,1,1,1,0,8,1,0,1,13,11,190,1,-1,0,0
1512,28858,26,5,2,1,0,180,1,0,1,19,4,244,1,364,1,1
1513,11393,30,5,1,1,0,1,1,1,0,1,6,193,1,-1,0,0
1514,30898,33,9,1,2,1,880,1,0,1,13,11,229,1,-1,0,0
1515,39986,56,1,3,3,0,316,1,0,1,12,4,214,2,254,1,1
1516,2826,39,4,2,2,0,-45,0,0,1,5,2,269,2,94,1,3
1517,33735,54,6,3,2,0,512,1,1,1,21,7,112,1,-1,0,0
1518,39508,72,7,1,3,0,2659,0,0,1,12,9,387,1,188,1,2
1519,39236,42,4,2,1,0,369,0,0,0,7,5,174,1,0,0,0
1520,33154,41,3,1,1,0,-96,1,0,1,18,5,109,1,-1,0,0
1521,21279,52,11,1,0,0,2337,0,0,1,9,5,127,1,-1,0,0
1522,32021,31,3,3,3,1,-262,0,0,1,9,7,80,1,-1,0,0
1523,26716,45,3,1,1,0,-492,1,0,0,15,5,164,2,-1,0,0
1524,39450,34,3,1,3,0,304,1,0,1,21,5,211,2,-1,0,0
1525,18905,45,3,3,1,0,179,1,0,2,21,11,183,7,-1,0,0
1526,22780,51,3,1,3,0,90,1,1,0,20,6,83,4,0,0,0
1527,27595,30,9,1,1,0,5530,1,0,0,14,5,95,1,-1,0,0
1528,29220,46,4,3,1,0,712,1,0,2,20,4,132,1,-1,0,0
1529,10578,29,1,2,1,0,2827,1,0,1,3,4,214,1,340,4,3
1530,8458,45,11,1,2,0,-23,0,0,1,9,7,486,1,-1,0,0
1531,10842,39,3,1,3,0,7030,0,0,1,15,4,308,1,185,1,2
1532,16862,28,3,1,1,0,-91,1,0,1,14,5,155,2,-1,0,0
1533,18557,46,3,1,1,0,580,1,0,0,14,6,110,1,-1,0,0
1534,11929,53,1,1,1,0,-61,1,0,0,5,5,121,2,-1,0,0
1535,6336,58,3,1,3,0,46,0,0,2,21,11,136,2,-1,0,0
1536,34006,53,8,3,2,0,133,1,0,1,4,11,133,1,358,1,3
1537,40945,38,9,2,2,1,-556,1,1,0,29,5,241,7,-1,0,0
1538,21177,49,4,1,1,0,20,1,0,1,17,11,55,1,-1,0,0
1539,34616,27,5,2,1,0,1344,1,0,1,15,5,394,2,-1,0,0
1540,334,42,4,2,1,0,2883,0,0,1,4,2,95,1,96,1,1
1541,34961,27,3,2,1,0,-48,1,0,1,16,5,95,3,351,4,3
1542,7600,42,1,2,3,0,-210,1,1,1,16,7,76,14,-1,0,0
1543,23132,57,6,3,2,0,4485,0,0,1,5,5,9,1,264,4,3
1544,10139,41,8,1,0,0,833,1,0,0,15,5,198,2,-1,0,0
1545,42252,54,3,3,1,0,73,1,0,1,29,7,182,2,-1,0,0
1546,34777,42,6,2,2,0,4299,0,0,1,5,2,203,1,259,3,1
1547,28539,32,3,1,3,0,605,1,0,1,12,5,1074,2,346,1,3
1548,17280,26,12,2,2,0,2435,1,0,1,15,5,274,1,356,1,3
1549,26106,31,5,2,1,0,2704,0,0,1,5,7,432,1,-1,0,0
1550,1793,25,3,1,3,0,1558,0,0,1,18,7,99,4,-1,0,0
1551,22342,35,6,2,2,0,22,1,1,1,29,1,288,2,-1,0,0
1552,8830,40,4,1,1,1,-160,0,0,1,20,8,141,1,-1,0,0
1553,41078,29,3,2,1,0,1547,1,1,1,4,5,185,7,356,1,3
1554,29753,28,6,2,2,0,694,1,0,1,31,5,233,1,-1,0,0
1555,29299,25,12,2,1,0,97,0,0,1,17,8,466,4,-1,0,0
1556,39560,32,6,2,2,0,4259,0,0,1,12,8,1274,1,-1,0,0
1557,12501,47,3,3,1,0,380,1,0,0,16,5,153,7,-1,0,0
1558,7780,34,3,1,1,0,834,1,1,1,7,7,163,1,-1,0,0
1559,28913,51,6,3,2,1,-89,0,0,1,29,7,549,1,-1,0,0
1560,2408,31,6,3,2,0,2409,0,0,2,20,11,51,1,-1,0,0
1561,2405,48,1,2,1,0,5374,1,0,2,13,5,148,1,-1,0,0
1562,28772,34,5,2,1,1,-162,0,0,0,9,5,94,1,-1,0,0
1563,4778,31,3,1,1,0,918,1,0,1,5,5,67,2,264,3,1
1564,37871,41,6,2,2,0,43,1,1,1,20,7,165,7,-1,0,0
1565,3857,32,6,1,2,0,4112,0,0,1,17,8,68,1,-1,0,0
1566,22106,44,8,3,2,0,216,1,0,1,5,5,62,1,348,2,3
1567,15376,37,6,3,2,0,10688,1,0,1,21,11,100,1,77,1,1
1568,30283,34,6,1,2,0,3747,1,1,1,18,5,260,1,-1,0,0
1569,23933,41,4,3,1,0,175,1,0,1,12,11,272,1,349,6,1
1570,34073,44,6,2,2,0,1937,1,0,1,14,9,142,1,115,1,3
1571,8200,30,6,3,2,0,650,1,0,1,15,5,246,1,-1,0,0
1572,27736,47,5,1,2,0,87,0,0,1,12,7,139,4,-1,0,0
1573,14622,30,9,1,3,0,719,1,0,1,7,7,39,23,-1,0,0
1574,36377,35,4,1,1,0,-72,1,0,1,4,11,180,1,187,1,1
1575,24938,50,3,1,3,0,901,1,1,1,16,8,108,1,-1,0,0
1576,20967,31,3,1,3,0,519,1,0,1,7,5,206,2,-1,0,0
1577,18552,37,11,1,1,0,247,0,0,1,23,7,219,1,-1,0,0
1578,32110,31,5,1,1,0,1308,0,0,1,28,8,119,1,-1,0,0
1579,27714,33,11,2,2,0,3878,0,0,1,15,12,317,1,-1,0,0
1580,7298,42,4,1,3,0,840,1,0,1,14,11,171,1,355,1,1
1581,20297,57,9,1,1,0,963,0,0,1,30,7,660,1,-1,0,0
1582,31031,33,4,2,1,0,4706,1,0,0,6,5,239,2,-1,0,0
1583,37724,40,6,1,2,0,368,0,0,1,6,8,223,1,-1,0,0
1584,39593,35,6,2,2,0,32,0,0,1,24,8,581,4,-1,0,0
1585,13415,53,6,1,2,0,1693,1,0,1,20,11,307,1,114,1,0
1586,1238,31,6,2,2,0,3227,0,0,1,13,7,631,1,-1,0,0
1587,41677,59,4,3,1,1,115,1,1,0,7,5,110,1,-1,0,0
1588,7368,29,6,2,2,1,2045,0,0,0,30,5,125,1,-1,0,0
1589,15904,27,3,1,3,0,729,1,0,0,10,5,110,2,-1,0,0
1590,19419,32,6,2,2,0,693,1,0,1,17,8,319,2,0,0,0
1591,21189,43,9,2,2,0,187,1,0,0,15,5,56,6,-1,0,0
1592,7804,26,6,2,2,0,26,0,0,1,20,8,200,1,-1,0,0
1593,37804,47,3,3,1,1,-216,1,0,0,20,6,177,7,-1,0,0
