id,age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,subscribe
39821,33,technician,married,,yes,85,yes,no,,6,may,182,15,-1,0,,no
26543,33,technician,single,secondary,no,278,no,yes,cellular,5,feb,88,2,349,2,other,yes
39305,32,technician,single,tertiary,no,-101,yes,no,cellular,17,aug,82,1,-1,0,,no
15246,31,self-employed,single,tertiary,no,166,no,no,cellular,4,aug,1172,1,94,4,success,yes
22969,39,blue-collar,single,primary,no,1185,yes,no,telephone,21,jul,475,6,-1,0,,no
12031,35,unemployed,married,secondary,no,2179,no,no,cellular,30,jan,131,1,-1,0,,no
21809,46,entrepreneur,divorced,secondary,no,-3,no,no,cellular,21,aug,167,2,-1,0,,no
14494,26,student,single,tertiary,no,3359,no,no,telephone,20,nov,182,1,98,2,success,no
14309,30,blue-collar,married,secondary,no,1478,yes,no,cellular,23,jun,158,1,346,2,other,yes
18137,50,management,married,tertiary,no,4767,no,no,cellular,14,may,297,2,180,3,success,yes
40232,44,retired,married,tertiary,no,889,no,no,cellular,17,dec,672,1,194,3,success,yes
30352,52,self-employed,single,tertiary,no,3206,yes,no,cellular,15,apr,73,1,331,1,other,no
3474,45,services,married,secondary,no,689,yes,yes,,30,jul,366,1,-1,0,,no
9391,44,services,married,secondary,no,2248,no,no,telephone,14,aug,120,1,-1,0,,no
39630,51,blue-collar,married,primary,yes,-371,yes,no,,19,jun,15,2,0,0,,no
1484,29,management,single,tertiary,no,6090,no,no,cellular,6,sep,423,1,94,0,success,yes
19755,40,technician,married,secondary,no,4,no,no,cellular,20,dec,234,1,190,1,success,no
32526,37,blue-collar,married,primary,no,144,yes,no,telephone,20,nov,18,1,-1,0,,no
34557,51,blue-collar,married,primary,no,907,yes,yes,,15,may,179,2,-1,0,,no
9375,38,blue-collar,divorced,primary,no,50,yes,no,cellular,8,may,96,2,-1,0,,no
18231,36,management,divorced,tertiary,no,219,yes,yes,cellular,30,jul,69,6,-1,0,,no
1650,50,technician,married,secondary,no,392,no,no,cellular,14,aug,99,1,-1,0,,no
18339,29,blue-collar,single,,no,273,no,no,cellular,23,jul,132,3,-1,0,,no
32541,30,technician,single,secondary,no,217,no,no,,8,may,158,2,-1,0,,no
20644,45,technician,married,tertiary,no,126,yes,no,cellular,14,apr,177,3,-1,0,,no
1466,56,retired,married,tertiary,no,1229,no,no,cellular,6,aug,261,1,-1,0,,no
8146,33,blue-collar,married,secondary,no,1039,yes,no,cellular,19,feb,294,9,80,11,other,yes
29610,35,blue-collar,married,secondary,no,-185,yes,no,cellular,8,may,93,1,347,1,failure,no
26707,34,blue-collar,married,secondary,no,2234,no,no,cellular,9,jul,178,4,-1,0,,no
12022,32,self-employed,married,tertiary,yes,-149,yes,yes,,5,jun,48,2,-1,0,,no
41181,30,unemployed,single,primary,no,5524,yes,no,,16,may,196,3,-1,0,,yes
41207,27,student,single,secondary,no,14,no,no,cellular,10,jul,353,1,-1,0,,yes
8971,34,self-employed,single,tertiary,no,2359,yes,no,,12,may,276,2,-1,0,,no
23597,46,entrepreneur,married,secondary,no,1151,no,yes,,19,jun,459,1,-1,0,,no
38275,34,unemployed,married,secondary,no,675,no,no,cellular,30,jan,824,1,267,1,failure,yes
37559,34,management,single,tertiary,no,2369,no,no,cellular,4,feb,54,1,92,4,other,no
13931,34,unemployed,married,primary,no,-56,no,no,cellular,7,aug,173,2,-1,0,,no
27789,28,technician,married,primary,no,930,no,yes,cellular,20,jul,433,3,-1,0,,yes
37677,25,services,married,secondary,no,-55,no,no,cellular,7,aug,198,1,-1,0,,no
34274,50,technician,married,tertiary,no,-246,no,no,cellular,9,aug,377,2,-1,0,,yes
25426,36,blue-collar,single,primary,no,-40,yes,no,,23,jul,610,2,-1,0,,no
6091,51,technician,married,secondary,no,457,yes,no,cellular,17,may,50,1,-1,0,,no
22816,35,blue-collar,married,secondary,no,2919,yes,no,cellular,15,may,164,1,345,1,,no
4350,34,management,married,tertiary,no,178,no,yes,cellular,16,aug,152,2,-1,0,,no
29745,84,retired,married,primary,no,565,no,yes,telephone,26,oct,218,9,255,2,success,no
26623,62,blue-collar,married,secondary,no,-114,yes,no,telephone,4,feb,22,5,-1,0,,no
23015,54,blue-collar,married,secondary,no,12,no,no,cellular,15,jul,790,3,-1,0,,yes
4747,78,retired,married,primary,no,602,no,no,telephone,8,sep,425,1,-1,0,,no
21217,55,management,divorced,tertiary,no,359,yes,no,cellular,13,nov,122,1,-1,0,,no
5121,57,admin.,married,secondary,no,2169,no,yes,cellular,14,jul,422,2,-1,0,,no
20041,31,blue-collar,married,primary,no,-81,yes,yes,cellular,7,may,240,3,-1,0,,no
3710,27,technician,single,secondary,no,49,yes,no,cellular,21,nov,371,1,-1,0,,no
41977,48,management,divorced,tertiary,no,5343,yes,no,cellular,6,feb,93,1,267,1,failure,no
37255,52,blue-collar,married,primary,no,894,yes,no,,27,may,182,8,-1,0,,no
36870,26,admin.,single,secondary,no,1239,no,no,cellular,6,jul,255,1,-1,0,,no
24426,36,blue-collar,married,,no,193,yes,no,,30,may,169,1,-1,0,,no
41909,52,blue-collar,married,primary,no,1022,yes,no,telephone,10,may,207,1,-1,0,,no
30709,43,blue-collar,married,secondary,no,307,yes,no,,14,may,132,1,-1,0,,no
5995,29,management,single,secondary,no,2573,yes,no,cellular,6,may,61,1,-1,0,,no
7830,34,entrepreneur,married,primary,no,175,yes,yes,,14,may,218,2,-1,0,,no
1955,56,unemployed,married,secondary,no,4518,yes,no,cellular,10,may,216,1,-1,0,failure,no
10099,24,self-employed,single,secondary,no,3874,no,no,,22,may,324,1,-1,0,,yes
3236,34,management,married,tertiary,no,-72,yes,no,,13,may,787,4,-1,0,,no
4644,52,blue-collar,married,primary,no,805,yes,yes,cellular,14,jul,134,1,-1,0,,no
41292,30,management,single,tertiary,no,3,no,no,cellular,20,aug,357,1,-1,0,,yes
3099,32,technician,single,secondary,no,80,yes,no,cellular,6,may,433,1,186,0,success,no
10765,30,blue-collar,single,secondary,no,4,yes,no,,8,jun,175,3,-1,0,,no
18083,44,technician,married,secondary,no,5270,no,no,telephone,21,may,395,2,-1,0,,yes
32431,30,services,married,secondary,no,55,yes,no,,11,may,243,1,-1,0,,no
27418,37,unemployed,single,tertiary,no,1123,yes,no,cellular,23,sep,593,1,-1,0,,yes
38201,43,management,married,tertiary,no,2231,yes,no,cellular,13,sep,182,1,350,1,other,no
796,55,technician,divorced,secondary,no,-102,yes,no,,29,may,206,1,-1,0,,no
39881,30,blue-collar,divorced,primary,yes,-120,yes,no,,8,may,362,1,-1,0,,no
1112,36,unemployed,married,secondary,no,452,no,no,,5,feb,243,7,-1,0,,no
4853,35,blue-collar,married,primary,no,168,no,no,,21,jun,193,1,-1,0,,no
19173,43,management,single,tertiary,no,439,no,no,cellular,30,nov,109,10,180,1,failure,no
22855,35,self-employed,married,secondary,no,2197,yes,no,,19,may,146,1,-1,0,,no
5982,44,technician,married,secondary,no,-265,no,no,,23,may,39,2,-1,0,,no
24888,35,blue-collar,married,primary,no,1963,no,no,cellular,20,apr,47,1,127,1,failure,no
6670,24,management,married,tertiary,no,15,yes,yes,,13,may,172,1,-1,0,,no
242,39,unemployed,married,secondary,no,875,no,no,cellular,29,jan,58,1,-1,0,,no
7775,59,retired,married,,no,324,no,no,cellular,25,aug,150,1,-1,0,,yes
22157,32,management,married,tertiary,no,3728,no,no,cellular,13,mar,629,1,-1,0,,yes
32453,47,technician,married,secondary,no,54,no,no,cellular,21,nov,173,1,0,0,,no
31105,54,management,married,tertiary,no,-6,yes,yes,,13,may,816,2,-1,0,,yes
7966,31,blue-collar,married,,no,339,yes,no,,29,may,172,1,-1,0,,no
9266,36,technician,married,,no,1441,yes,no,cellular,8,jan,163,1,276,1,failure,no
485,43,blue-collar,married,secondary,no,301,yes,no,,5,may,118,1,-1,0,,no
6896,57,technician,married,secondary,yes,-178,no,no,cellular,21,jul,323,1,-1,0,,no
19838,33,technician,married,secondary,no,541,yes,no,cellular,29,jan,107,7,252,0,failure,no
21338,25,blue-collar,married,primary,no,140,yes,yes,cellular,11,may,70,1,-1,0,,no
8485,27,blue-collar,single,primary,no,355,no,no,cellular,15,jul,605,1,-1,0,,yes
33542,49,technician,single,tertiary,no,618,no,no,telephone,13,nov,201,1,180,3,failure,no
31608,34,blue-collar,married,secondary,no,-320,yes,yes,,6,may,573,1,-1,0,,no
25289,54,services,married,primary,no,999,yes,no,cellular,30,jul,151,7,-1,0,,no
27306,39,blue-collar,married,primary,no,229,yes,no,telephone,4,jun,66,7,92,11,other,no
21578,82,retired,divorced,,no,43,no,no,,30,sep,210,1,-1,0,,no
16645,54,self-employed,married,primary,no,728,yes,no,,29,may,178,6,-1,0,,no
28905,41,services,divorced,secondary,no,902,yes,no,,14,may,1166,2,-1,0,,yes
40188,70,retired,married,secondary,no,705,no,no,telephone,2,aug,183,1,-1,0,,no
34273,24,technician,single,tertiary,no,1121,no,no,cellular,3,feb,207,2,193,4,failure,yes
15027,54,housemaid,married,primary,no,508,no,no,cellular,6,aug,98,2,-1,0,,no
13562,41,management,married,primary,no,3712,no,no,cellular,24,nov,133,2,-1,0,,no
26863,21,admin.,single,secondary,no,-77,no,no,cellular,29,jan,127,2,252,1,failure,no
7914,51,management,divorced,tertiary,no,2405,yes,no,cellular,17,nov,886,2,-1,0,,no
5974,35,management,single,tertiary,no,1404,yes,no,,16,jun,386,1,-1,0,,no
4323,31,technician,single,secondary,no,343,yes,no,,21,jun,243,4,-1,0,,no
27218,53,retired,married,,no,-132,no,no,cellular,7,dec,377,1,0,0,,yes
12716,36,blue-collar,divorced,primary,no,84,yes,no,,8,may,175,6,-1,0,,no
4441,31,management,married,tertiary,no,412,yes,no,cellular,16,may,158,1,-1,0,,no
6078,45,management,single,tertiary,no,297,no,no,cellular,14,mar,712,2,0,0,,yes
1023,41,technician,married,secondary,no,560,no,no,cellular,30,jul,526,1,-1,0,,no
26627,53,blue-collar,married,primary,no,-16,no,no,cellular,26,aug,104,1,-1,0,,no
27773,31,blue-collar,single,tertiary,no,198,no,no,cellular,7,feb,132,1,95,1,other,no
38658,56,unemployed,married,secondary,no,1701,yes,no,,4,jun,188,1,-1,0,,no
3104,55,management,married,tertiary,no,5231,yes,no,telephone,7,nov,43,7,183,3,failure,no
6805,35,blue-collar,single,primary,no,2423,yes,no,cellular,20,nov,36,1,69,4,other,no
13528,56,unemployed,married,secondary,no,1576,yes,no,cellular,20,nov,363,1,-1,0,,no
36408,52,admin.,married,secondary,no,2511,no,no,cellular,22,jul,232,1,-1,0,,no
17534,29,student,single,tertiary,no,-3,no,no,cellular,16,aug,845,1,-1,0,,no
22846,41,blue-collar,married,secondary,no,126,no,yes,cellular,5,feb,119,7,-1,0,,no
3129,50,management,divorced,tertiary,yes,-331,no,no,cellular,26,aug,73,1,-1,0,,no
20185,56,management,married,tertiary,no,276,yes,no,,14,may,140,2,-1,0,,no
11518,36,admin.,divorced,tertiary,no,549,yes,no,cellular,25,may,137,1,174,11,other,no
18464,33,blue-collar,married,secondary,yes,0,yes,yes,cellular,4,may,143,2,191,5,success,no
31711,31,admin.,married,secondary,no,54,yes,no,,5,jun,212,1,283,5,failure,no
41592,37,blue-collar,married,secondary,no,70,no,no,cellular,13,jul,810,3,-1,0,,yes
14768,27,technician,divorced,secondary,no,498,no,no,cellular,12,jun,467,1,94,3,success,yes
27254,37,technician,single,secondary,no,1640,yes,no,telephone,8,feb,47,7,-1,0,,no
27140,50,housemaid,married,primary,no,699,no,no,cellular,26,aug,206,1,-1,0,,no
8908,39,blue-collar,divorced,secondary,no,232,yes,no,cellular,9,jul,420,14,-1,0,,no
39983,42,admin.,divorced,tertiary,no,391,no,no,cellular,14,jan,402,2,91,3,success,no
3170,26,blue-collar,single,secondary,no,225,yes,no,cellular,6,jul,69,7,300,1,failure,no
26933,49,admin.,single,,no,1672,no,no,telephone,27,dec,154,4,193,11,failure,yes
32805,39,blue-collar,married,primary,no,1143,no,no,telephone,23,jul,258,4,-1,0,,no
19952,59,unemployed,married,tertiary,no,132,no,yes,cellular,13,nov,194,1,188,1,failure,yes
38557,33,services,married,secondary,yes,-376,yes,no,,2,jun,124,2,0,0,,no
41612,49,admin.,single,secondary,no,531,yes,no,,14,may,71,1,-1,0,,no
20953,38,management,married,tertiary,no,1159,no,no,cellular,12,may,272,1,338,1,failure,yes
29382,28,blue-collar,single,primary,no,121,yes,no,,12,may,352,2,-1,0,,no
2905,50,admin.,married,primary,no,437,yes,yes,telephone,29,jul,185,2,-1,0,,no
37427,33,management,married,tertiary,no,1968,yes,no,cellular,22,may,285,1,117,3,success,no
12781,56,retired,married,tertiary,no,-12,no,no,telephone,13,jul,143,4,-1,0,,no
20175,32,admin.,married,secondary,yes,-152,yes,no,,21,may,171,26,-1,0,,no
23770,44,blue-collar,single,primary,no,323,no,yes,telephone,14,jul,110,14,-1,0,,no
19335,43,blue-collar,married,,no,98,no,no,,3,jun,220,4,-1,0,,no
14712,29,services,single,secondary,yes,-124,no,yes,cellular,14,aug,185,2,-1,0,,no
22755,29,blue-collar,married,secondary,no,66,yes,no,,13,may,197,1,-1,0,failure,no
28548,72,retired,married,,no,209,no,no,cellular,10,aug,1498,2,171,1,failure,yes
25686,25,blue-collar,single,tertiary,no,2510,no,no,cellular,20,sep,215,1,188,1,other,yes
4939,62,retired,married,primary,no,1828,no,no,telephone,30,dec,171,1,-1,0,,yes
41887,34,self-employed,married,tertiary,no,1039,no,no,telephone,25,may,24,6,-1,0,,no
29159,53,management,married,tertiary,no,4456,no,no,cellular,16,aug,350,2,0,0,,yes
40837,35,entrepreneur,married,primary,yes,-104,yes,no,cellular,28,nov,222,7,-1,0,,no
5130,34,admin.,married,secondary,no,354,yes,no,,23,may,145,1,-1,0,,no
7678,34,technician,single,tertiary,no,1072,no,no,,3,jun,209,7,-1,0,,no
38689,92,retired,married,primary,no,707,no,no,,2,jun,170,1,0,0,,no
23954,46,management,divorced,tertiary,no,615,no,no,cellular,31,jul,69,1,-1,0,,no
18936,29,technician,single,secondary,no,340,no,no,cellular,6,feb,91,1,-1,10,failure,no
20527,54,blue-collar,divorced,primary,no,-27,yes,no,telephone,21,jul,646,4,-1,0,,no
10575,34,admin.,single,secondary,no,144,yes,no,,9,may,240,2,-1,0,,no
4116,31,management,divorced,tertiary,no,573,no,no,cellular,12,jan,172,2,335,1,other,yes
24390,45,management,married,tertiary,no,676,yes,no,cellular,13,may,97,4,339,2,failure,no
10885,54,entrepreneur,divorced,secondary,yes,-127,yes,yes,cellular,20,nov,79,1,-1,0,,no
39815,35,blue-collar,married,primary,no,725,yes,no,cellular,5,feb,113,1,258,1,failure,no
9430,31,blue-collar,single,primary,no,-64,yes,no,,5,may,69,4,-1,0,,no
39442,27,technician,married,secondary,yes,221,no,no,cellular,29,aug,51,2,-1,0,,no
36461,31,management,single,tertiary,no,64,no,no,cellular,8,jun,163,7,92,3,failure,no
658,30,technician,single,,no,179,yes,no,cellular,15,jul,321,2,-1,0,,no
23343,44,entrepreneur,married,primary,no,214,yes,yes,,30,may,120,22,-1,0,,no
23695,30,admin.,single,secondary,no,79,yes,no,cellular,6,jul,65,1,-1,0,,no
8101,50,blue-collar,married,primary,no,441,no,yes,,20,may,53,1,-1,0,,no
38156,30,student,single,tertiary,no,1360,no,no,cellular,19,dec,137,1,102,1,success,yes
40503,36,blue-collar,married,secondary,no,112,yes,no,cellular,5,feb,85,1,-1,0,,no
8032,34,blue-collar,married,primary,no,1814,no,no,telephone,3,feb,68,2,-1,0,,no
742,42,blue-collar,married,primary,no,1527,yes,no,cellular,12,may,326,1,348,2,failure,no
33336,45,blue-collar,married,secondary,no,733,yes,no,,4,jun,88,7,267,12,failure,no
14571,51,housemaid,single,secondary,no,1346,no,yes,,5,jun,105,2,-1,0,,no
39527,32,management,single,tertiary,no,113,no,no,cellular,17,aug,117,5,-1,0,,no
9850,30,technician,married,secondary,no,121,no,no,,12,may,138,1,-1,0,,no
14166,29,blue-collar,single,primary,no,4326,no,no,cellular,1,feb,955,3,267,3,success,yes
16350,53,technician,married,secondary,no,46,no,no,,15,jun,128,1,-1,0,,no
41930,47,blue-collar,divorced,secondary,no,395,yes,no,,5,may,227,1,341,0,,no
3932,43,blue-collar,married,secondary,no,833,no,no,,14,jun,189,2,0,0,failure,no
23824,36,,single,,no,667,no,no,,21,jun,66,1,-1,0,,no
37899,41,technician,married,tertiary,no,268,no,no,cellular,7,aug,50,1,-1,0,,no
34466,42,blue-collar,married,primary,yes,-648,yes,no,cellular,31,jul,98,3,-1,0,,no
20860,24,technician,single,secondary,no,1003,no,no,cellular,5,feb,107,1,-1,0,,no
26684,27,student,single,secondary,no,301,no,no,cellular,31,may,250,16,-1,0,,yes
3944,44,housemaid,married,primary,no,313,no,no,,8,jan,140,1,-1,0,,no
34369,38,unemployed,single,tertiary,no,1658,no,no,telephone,31,aug,128,1,-1,0,,no
433,54,management,divorced,tertiary,no,715,no,no,cellular,15,jul,666,2,-1,0,,no
6648,44,blue-collar,married,primary,no,91,yes,no,cellular,5,may,93,8,362,1,failure,no
10165,28,housemaid,single,primary,no,983,no,no,telephone,8,nov,160,2,-1,0,,no
42082,34,management,single,tertiary,no,760,yes,no,cellular,9,may,384,3,-1,0,,no
35987,26,technician,married,secondary,yes,-1538,yes,no,cellular,5,feb,207,2,-1,0,,no
16455,48,management,divorced,tertiary,no,14,no,no,cellular,17,apr,696,1,176,1,success,yes
16915,77,blue-collar,married,primary,no,2283,no,no,telephone,9,feb,144,2,-1,0,,yes
29940,44,technician,married,secondary,no,-98,yes,no,cellular,3,jun,175,1,-1,0,,no
16145,32,management,single,tertiary,no,7254,no,no,cellular,13,may,1011,2,357,3,success,yes
34297,36,housemaid,married,secondary,no,1358,no,yes,cellular,24,aug,311,1,-1,0,,yes
2883,33,management,married,tertiary,no,2720,no,no,cellular,14,nov,266,1,-1,0,,yes
24854,38,entrepreneur,married,tertiary,no,3112,no,no,cellular,6,aug,178,2,-1,0,,yes
14392,42,unemployed,married,secondary,no,864,yes,no,cellular,21,nov,160,1,-1,0,,no
1977,36,technician,married,secondary,no,2057,yes,no,cellular,27,may,1335,3,-1,0,,yes
39050,34,unemployed,married,tertiary,no,-169,yes,no,cellular,1,jun,1807,2,87,7,,yes
24502,32,services,divorced,secondary,no,94,no,no,cellular,10,jul,593,1,-1,0,,no
8066,60,retired,single,tertiary,no,817,no,no,cellular,14,oct,1974,1,185,3,failure,yes
23200,35,management,married,tertiary,no,2289,no,no,telephone,2,nov,48,5,-1,0,,no
28488,38,management,single,tertiary,no,4576,yes,no,telephone,8,may,455,1,-1,0,,no
17274,38,technician,married,secondary,no,711,yes,no,cellular,4,nov,116,1,178,1,failure,no
23685,30,technician,married,secondary,no,187,yes,no,cellular,4,aug,115,2,0,0,,no
4206,36,management,divorced,tertiary,no,2184,yes,no,cellular,15,aug,671,1,-1,0,success,yes
41185,50,retired,married,secondary,no,204,yes,no,,13,may,179,1,-1,0,,no
38295,32,technician,single,tertiary,no,1565,no,no,cellular,2,feb,62,1,-1,0,,no
41201,56,management,single,tertiary,no,10239,no,no,cellular,14,mar,263,1,-1,0,,no
19515,38,admin.,divorced,secondary,yes,-372,no,yes,cellular,26,may,72,1,-1,0,,no
34402,30,blue-collar,married,primary,no,701,yes,no,cellular,7,may,158,1,358,1,other,no
6328,30,management,single,tertiary,no,2949,no,no,cellular,16,aug,342,1,101,4,success,yes
39785,37,technician,single,primary,no,630,yes,no,telephone,31,may,239,2,-1,4,,no
27587,53,self-employed,married,secondary,no,1537,no,no,cellular,13,feb,470,1,267,1,failure,no
24727,39,unemployed,married,primary,yes,-136,yes,no,cellular,2,feb,575,2,-1,0,,no
8265,30,technician,single,secondary,no,47,no,yes,,20,may,108,1,-1,0,,no
13274,37,management,married,tertiary,no,1250,no,no,cellular,7,aug,232,2,-1,3,,no
20563,43,blue-collar,divorced,primary,no,644,no,no,,30,may,47,1,-1,0,,no
2323,49,technician,married,tertiary,no,629,yes,no,telephone,4,jun,276,3,258,7,failure,no
6474,55,management,married,tertiary,no,807,yes,no,telephone,4,jul,119,2,-1,0,,no
11140,27,blue-collar,single,secondary,no,618,yes,no,cellular,14,dec,207,1,174,4,other,yes
24158,38,management,divorced,tertiary,no,4255,no,no,cellular,9,jul,187,1,-1,0,,no
8444,36,technician,married,,no,2140,yes,no,cellular,12,jan,475,1,178,3,success,no
25221,26,blue-collar,married,secondary,no,-14,yes,no,cellular,20,may,106,1,-1,0,,no
33651,33,entrepreneur,divorced,secondary,yes,-730,yes,no,,29,may,96,7,-1,0,,no
14344,30,student,single,secondary,no,2205,no,no,telephone,14,nov,237,2,0,0,,no
19555,31,management,single,tertiary,no,54,yes,no,cellular,15,may,206,1,344,3,failure,yes
36652,33,self-employed,single,secondary,no,1660,no,no,cellular,9,aug,217,1,-1,0,,yes
29942,43,blue-collar,married,primary,yes,-822,yes,no,,20,aug,118,2,-1,0,,no
27391,57,management,married,tertiary,no,29646,no,no,cellular,17,jul,114,1,-1,0,,no
19851,51,housemaid,married,primary,no,-48,no,no,,5,jun,91,2,-1,0,,no
35465,38,technician,married,secondary,no,611,yes,no,cellular,14,apr,278,1,180,3,failure,no
19255,42,unemployed,divorced,secondary,no,-32,yes,no,,6,may,153,3,-1,0,,no
18145,53,management,married,tertiary,no,178,no,no,cellular,8,aug,829,4,-1,0,,no
13574,31,blue-collar,single,primary,no,1175,yes,no,cellular,12,may,240,1,273,1,failure,yes
40362,41,management,single,tertiary,no,1715,no,no,telephone,5,jul,39,1,-1,0,,no
7742,40,services,married,,no,517,yes,yes,,5,jun,167,1,-1,0,,no
16668,36,management,married,tertiary,no,2613,yes,yes,cellular,11,jun,216,1,97,3,success,no
28754,53,management,married,tertiary,no,299,yes,no,,20,may,39,1,-1,0,,no
35899,34,blue-collar,married,primary,yes,57,yes,yes,,29,may,300,7,-1,0,,no
41608,32,blue-collar,married,secondary,no,-273,yes,no,cellular,16,nov,90,1,-1,0,,no
40695,53,blue-collar,married,primary,no,43,yes,no,,4,may,85,2,-1,0,,no
19184,40,unemployed,single,primary,no,121,yes,no,telephone,7,may,165,13,-1,0,,no
13832,32,entrepreneur,married,,no,489,yes,no,cellular,14,jul,98,1,-1,0,,no
37769,54,blue-collar,married,secondary,no,890,no,no,,13,jun,206,4,-1,0,,no
19124,31,admin.,single,tertiary,no,6739,yes,no,,12,may,312,1,179,2,failure,no
14064,54,technician,married,secondary,no,651,no,no,telephone,19,nov,237,7,-1,0,,no
29858,53,blue-collar,divorced,primary,no,69,yes,yes,cellular,5,may,366,2,-1,0,,no
38198,51,blue-collar,married,primary,no,-181,yes,yes,telephone,31,jul,49,16,-1,0,,no
12227,48,self-employed,single,tertiary,no,4681,yes,no,cellular,3,feb,120,2,178,6,other,no
25608,32,entrepreneur,married,tertiary,no,397,yes,yes,,11,may,139,1,-1,2,,no
21192,41,blue-collar,married,secondary,no,5,yes,no,,8,may,34,1,-1,0,,no
6103,33,unemployed,married,secondary,yes,-108,yes,no,,8,may,152,1,-1,0,,no
20891,32,management,married,tertiary,no,781,no,no,cellular,5,jul,147,7,-1,0,,no
34602,47,housemaid,married,primary,no,2092,no,no,cellular,23,nov,492,1,-1,0,,no
22031,38,technician,married,secondary,no,388,yes,no,cellular,16,may,592,1,-1,0,,no
11506,38,blue-collar,married,primary,no,367,yes,no,,14,may,189,2,-1,0,,no
21743,46,housemaid,married,primary,no,-20,no,no,,22,jun,10,9,-1,0,,no
6366,30,services,single,secondary,no,-12,no,no,cellular,8,jul,176,3,-1,0,,no
6468,36,blue-collar,married,primary,no,1720,yes,yes,cellular,19,nov,138,1,180,4,other,no
9137,54,technician,married,tertiary,no,687,no,yes,cellular,5,aug,74,1,-1,0,,no
42273,32,student,single,tertiary,no,4324,no,no,,4,jun,253,1,-1,0,,yes
36606,28,technician,single,secondary,no,-95,yes,no,cellular,11,may,196,1,340,11,other,yes
19599,54,unemployed,single,primary,no,582,no,no,,7,jul,396,1,-1,0,,no
3407,48,blue-collar,married,secondary,no,761,no,no,telephone,31,jan,176,1,-1,0,,no
1069,32,blue-collar,married,primary,yes,-292,yes,yes,,15,may,51,7,-1,0,,no
12160,48,technician,single,tertiary,no,1367,no,no,cellular,23,sep,241,1,96,1,success,yes
27312,35,blue-collar,married,primary,no,154,no,no,cellular,6,aug,121,4,-1,0,,no
28550,30,blue-collar,married,primary,no,2736,yes,no,,10,may,142,1,355,12,failure,no
31626,48,blue-collar,married,secondary,no,728,yes,no,telephone,15,may,94,3,258,3,failure,no
11873,39,management,married,,no,1135,yes,no,cellular,29,may,56,1,352,1,failure,no
30613,32,blue-collar,single,secondary,yes,-12,yes,no,,21,may,72,1,-1,0,,no
12180,74,retired,married,primary,no,1333,no,no,telephone,10,oct,172,1,-1,0,,no
37521,38,technician,married,secondary,no,3256,yes,no,telephone,4,nov,85,1,-1,0,,no
4393,28,management,single,tertiary,no,3231,no,no,cellular,18,mar,196,1,-1,0,,no
1163,47,blue-collar,married,secondary,no,205,no,yes,cellular,7,jul,112,16,-1,0,,no
15763,31,management,single,tertiary,no,713,no,no,cellular,16,jul,522,1,-1,0,,no
26073,35,management,married,secondary,no,1050,no,no,,20,jun,250,2,-1,0,,no
30036,55,blue-collar,married,primary,no,181,no,no,cellular,29,jul,102,2,-1,0,,no
4342,27,services,single,secondary,no,47,yes,no,cellular,14,may,212,1,-1,0,,no
15605,57,management,married,tertiary,no,408,no,no,,30,may,37,15,-1,0,,no
2344,43,services,married,primary,no,-265,no,no,cellular,17,dec,172,1,-1,0,,yes
26553,51,technician,married,primary,no,8024,yes,no,telephone,20,nov,143,1,169,7,success,no
27244,52,retired,married,primary,no,1167,no,no,,12,jun,108,9,-1,0,,no
26719,59,entrepreneur,married,primary,no,3546,yes,no,telephone,21,jul,63,7,-1,0,,no
25543,48,blue-collar,single,primary,no,446,yes,no,cellular,12,feb,185,3,334,7,other,yes
12026,49,unemployed,married,secondary,no,30,no,no,cellular,4,feb,125,1,239,1,other,no
28512,51,technician,married,tertiary,no,4725,no,no,cellular,6,aug,164,1,-1,0,,no
884,52,housemaid,married,secondary,no,-22,no,no,,5,jun,88,8,-1,0,,no
36552,36,management,single,tertiary,no,93,no,no,cellular,31,jul,21,1,-1,0,,no
16601,32,technician,married,secondary,no,63,yes,no,cellular,21,aug,196,1,-1,0,,no
41008,27,technician,single,tertiary,no,-24,no,no,cellular,23,aug,145,5,-1,0,,no
30463,50,technician,married,secondary,no,1156,yes,no,,19,may,235,1,-1,0,,no
18881,29,blue-collar,married,secondary,no,-99,yes,no,,30,may,173,1,-1,0,,no
23409,30,technician,single,tertiary,no,47,yes,no,cellular,20,nov,86,2,125,4,other,no
31547,28,entrepreneur,single,tertiary,no,-4,yes,no,cellular,20,may,175,1,-1,0,,no
1964,27,student,single,secondary,no,1965,no,no,telephone,24,dec,162,2,-1,0,,no
7687,34,blue-collar,single,tertiary,no,2215,no,no,cellular,23,sep,168,1,-1,0,,no
41370,43,blue-collar,married,secondary,no,125,no,no,telephone,5,jul,36,5,-1,0,,no
28885,27,technician,married,secondary,no,-620,no,no,cellular,10,jul,100,1,-1,0,,no
15613,36,management,single,tertiary,yes,-117,no,no,cellular,9,aug,637,1,-1,0,,no
40364,70,retired,married,secondary,no,594,no,no,cellular,4,jun,166,1,89,10,success,yes
23164,58,management,married,,no,2815,yes,no,cellular,5,aug,269,1,-1,0,,no
14775,53,management,married,tertiary,no,4454,yes,no,telephone,6,feb,113,2,0,0,,no
32784,31,blue-collar,single,primary,no,3323,yes,no,,30,may,142,2,-1,0,,no
11722,38,unemployed,married,secondary,no,-98,no,no,cellular,5,feb,294,1,-1,0,,no
